id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,minted_market_cap,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
1,Bitcoin,BTC,bitcoin,12560,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19989081.0,19989081.0,False,1395043803481.51,,1,,,,2026-02-14T09:09:00.000Z,69790.29218409321,37287548846.51524,-17.0232,0.37342663,4.66119158,1.75617064,-27.79157969,-19.13826963,-27.2959627,1395043803481506,58.4144,1465596135865.96,,2026-02-14T09:09:00.000Z,,,,,,2026-02-14 10:11:17.908928
1027,Ethereum,ETH,ethereum,11566,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'sophon-ecosystem']",,120692467.61429045,120692467.61429045,True,251535361820.58,,2,,,,2026-02-14T09:09:00.000Z,2084.1015747928463,18816698018.916367,-5.6225,0.51976548,6.48568165,3.04826418,-37.51022304,-28.84438544,-35.09600761,251535361820.57733,10.5325,251535361820.58,,2026-02-14T09:09:00.000Z,,,,,,2026-02-14 10:11:17.908928
825,Tether USDt,USDT,tether,171208,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",,183816960128.68332,187964839850.9968,True,187895100913.86,,3,,,,2026-02-14T09:09:00.000Z,0.9996289788175753,75105647685.67322,-12.7342,0.00258384,0.03267789,0.0168639,-0.00349882,-0.0183099,0.02629214,183748760142.78665,7.6941,187895100913.86,,2026-02-14T09:09:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-02-14 10:11:17.908928
52,XRP,XRP,xrp,1798,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",100000000000.0,60917315351.0,99985721048.0,False,144891733637.13,,4,,,,2026-02-14T09:09:00.000Z,1.4491242561282736,2500997499.623137,-6.7545,1.6698272,6.14787802,1.90510423,-31.05286807,-22.85653666,-35.86944701,88276759293.34933,3.6964,144912425612.83,,2026-02-14T09:09:00.000Z,,,,,,2026-02-14 10:11:17.908928
1839,BNB,BNB,bnb,3134,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",136359342.47,136359342.47,136359342.47,False,85541717698.0,,5,,,,2026-02-14T09:09:00.000Z,627.3256833636049,1718540925.7385275,1.9315,0.79858334,4.36663296,-1.88580891,-33.39016186,-26.95350155,-33.54352585,85541717698.00458,3.5819,85541717698.0,,2026-02-14T09:09:00.000Z,,,,,,2026-02-14 10:11:17.908928
3408,USDC,USDC,usd-coin,37461,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'monad-ecosystem', 'xlayer-ecosystem']",,73492458779.04716,73492458779.04716,False,73490676069.27,,6,60901219650.23,60899742366.68818,,2026-02-14T09:09:00.000Z,0.9999757429563758,10754914194.069794,-26.1691,-0.00634454,0.00408739,0.01389461,0.02284567,0.01356371,0.00595292,73490676069.26851,3.0773,73490676069.27,,2026-02-14T09:09:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2026-02-14 10:11:17.908928
5426,Solana,SOL,solana,1089,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,567958553.5015392,620392032.6641735,True,53494679782.4,,7,525236893.3,45289716723.67611,,2026-02-14T09:09:00.000Z,86.22721918699634,3442386739.3301697,-7.8881,0.93078081,8.36176899,0.96379611,-40.40347153,-31.56633637,-39.11147273,48973486681.90661,2.0507,53494679782.4,,2026-02-14T09:09:00.000Z,,,,,,2026-02-14 10:11:17.908928
1958,TRON,TRX,tron,1299,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",,94723016545.2041,94723014612.2345,True,26748623075.83,,8,94667886298.43,26733055512.941986,,2026-02-14T09:10:00.000Z,0.28238779335020747,578498731.8655764,0.2962,-0.06041836,1.51485334,2.8788089,-7.38246609,1.15034419,-5.04963166,26748623621.67538,1.12,26748623075.83,,2026-02-14T09:10:00.000Z,,,,,,2026-02-14 10:11:17.908928
74,Dogecoin,DOGE,dogecoin,1400,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'doge-chain-ecosystem', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,168734523126.57907,168734523126.57907,True,16471785079.32,,9,,,,2026-02-14T09:09:00.000Z,0.09761953140416885,845007969.403792,7.4834,1.02081026,4.30369791,1.70505904,-32.13893065,-24.18647503,-40.36329942,16471785079.32254,0.6897,16471785079.32,,2026-02-14T09:09:00.000Z,,,,,,2026-02-14 10:11:17.908928
1831,Bitcoin Cash,BCH,bitcoin-cash,1137,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,19994596875,19994596875,False,11351730777.94,,10,,,,2026-02-14T09:09:00.000Z,567.7399173838195,577287966.8594004,37.7458,0.68270555,9.55975577,8.32654586,-7.45963492,7.24873857,13.29103976,11351730777.935276,0.4753,11922538265.06,,2026-02-14T09:09:00.000Z,,,,,,2026-02-14 10:11:17.908928
2010,Cardano,ADA,cardano,1681,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",45000000000.0,36066145196.64397,44994539820.15453,False,12523777186.36,,11,37997904336.0,10576334136.424904,,2026-02-14T09:10:00.000Z,0.2783399327210966,434321176.81218576,-10.3884,0.40090382,5.90739547,3.35692021,-30.87372461,-26.91436573,-44.69181116,10038648427.543182,0.4203,12525296972.45,,2026-02-14T09:10:00.000Z,,,,,,2026-02-14 10:11:17.908928
32196,Hyperliquid,HYPE,hyperliquid,238,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins']",961671487.86,259334967.46237317,958428137.213324,False,30395388932.61,,12,333931719.0,10590240500.922081,,2026-02-14T09:09:00.000Z,31.713790270166225,258940075.71631557,-11.7467,-0.48105177,3.78703854,-4.9707918,26.19523997,20.04280815,-18.60481329,8224494767.822084,0.3444,30498247874.79,,2026-02-14T09:09:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2026-02-14 10:11:17.908928
3957,UNUS SED LEO,LEO,unus-sed-leo,67,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,921362886.9,985239504.0,False,8412302542.71,,13,,,,2026-02-14T09:09:00.000Z,8.538332566398749,497443.29072635,-88.5651,0.00289057,3.16853261,8.37203063,-3.99777863,-7.73040931,-6.80019281,7866902742.689437,0.3294,8412302542.71,,2026-02-14T09:09:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2026-02-14 10:11:17.908928
328,Monero,XMR,monero,360,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio', 'layer-1', '2017-2018-alt-season', 'binance-ecosystem', 'binance-listing', 'privacy-coins']",,18446744.07370955,18446744.07370955,True,6557711298.69,,14,,,,2026-02-14T09:09:00.000Z,355.49424182842614,84042652.40405248,16.5693,1.05042268,4.94310167,8.38553439,-48.97065812,-13.16789291,-16.81416008,6557711298.68639,0.2746,6557711298.69,,2026-02-14T09:09:00.000Z,,,,,,2026-02-14 10:11:17.908928
1975,Chainlink,LINK,chainlink,2212,2017-09-20T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'defi', 'privacy', 'interoperability', 'iot', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'tron-ecosystem', 'polkadot', 'tokenized-stock', 'polkadot-ecosystem', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'defi-2', 'cross-chain', 'cronos-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'xdc-ecosystem', 'metisdao-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'real-world-assets-protocols', 'zksync-era-ecosystem', 'kadena-ecosystem', 'base-ecosystem', 'linea-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'paal-ecosystem', 'blast-ecosystem', 'atomicals-ecosystem', 'move-vm', 'eigenlayer-ecosystem', 'hyperliquid-ecosystem', 'gnosis-chain-ecosystem', 'ronin-ecosystem', 'astar-ecosystem', 'core-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'opbnb-ecosystem', 'scroll-ecosystem', 'merlin-ecosystem', 'b²-network-ecosystem', 'mode-ecosystem', 'world-chain-mainnet-ecosystem', 'made-in-america', 'btcfi', 'world-liberty-financial-portfolio', 'corn-ecosystem', 'bonk-fun-ecosystem', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'bittensor-ecosystem', 'tokenized-assets', 'xstocks-ecosystem', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'bera-chain-ecosystem', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'fraxtal-ecosystem', 'monad-ecosystem', 'hashkey-chain-ecosystem', 'wlfi-ecosystem', 'plasma-ecosystem', 'x402-ecosystem', 'iso-20022']",1000000000.0,708099970.4525867,1000000000.0,False,8964561663.67,,15,,,,2026-02-14T09:09:00.000Z,8.964561663668912,635883180.266339,-7.4363,0.60329405,6.20256784,2.95985005,-35.52124123,-29.96981803,-37.19430241,6347805849.164348,0.2658,8964561663.67,,2026-02-14T09:09:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2026-02-14 10:11:17.908928
29470,Ethena USDe,USDe,ethena-usde,295,2024-02-20T11:05:01.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-labs-portfolio', 'dragonfly-capital-portfolio', 'usd-stablecoin', 'eigenlayer-ecosystem', 'binance-ecosystem', 'binance-listing', 'xlayer-ecosystem', 'plasma-ecosystem']",,6318619585.584829,6318619585.584829,True,6311955123.59,,16,,,,2026-02-14T09:09:00.000Z,0.9989452661455112,76566013.38701513,-27.4693,0.00296642,0.03418025,0.02653684,-0.07388628,-0.01797043,0.0174352,6311955123.594276,0.2643,6311955123.59,,2026-02-14T09:09:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4c9edd5852cd905f086c759e8383e09bff1e68b3,2026-02-14 10:11:17.908928
37263,Canton,CC,canton-network,70,2025-07-08T04:07:45.000Z,"['proof-of-authority', 'store-of-value', 'enterprise-solutions', 'privacy', 'interoperability', 'scaling', 'smart-contracts', 'layer-1', 'binance-ecosystem', 'binance-listing', 'privacy-blockchain']",,37749866168.44089,37749866168.44089,True,6209311256.62,,17,37749866168.44,6209311256.615801,,2026-02-14T09:09:00.000Z,0.16448564953607617,18359382.2279152,8.4551,0.03842216,2.82722712,-5.37643124,27.2201399,124.9925816,49.5306171,6209311256.615946,0.26,6209311256.62,,2026-02-14T09:09:00.000Z,,,,,,2026-02-14 10:11:17.908928
512,Stellar,XLM,stellar,805,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets-protocols', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'iso-20022']",50001806812.0,32842850358.34074,50001786883.65895,False,8467534936.02,,18,31531408660.0,5339675260.63807,,2026-02-14T09:09:00.000Z,0.16934464673669514,123844205.03408074,8.0236,1.27713805,7.69512884,6.31604735,-26.48895748,-22.11141593,-35.00992504,5561760891.759354,0.2329,8467538310.77,,2026-02-14T09:09:00.000Z,,,,,,2026-02-14 10:11:17.908928
4943,Dai,DAI,multi-collateral-dai,3681,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'binance-ecosystem', 'binance-listing', 'xlayer-ecosystem']",,5365382702.664872,5365382702.664872,True,5365581379.09,,19,,,,2026-02-14T09:10:00.000Z,1.0000370293107543,145746469.2969806,-5.4628,"-0,05567",0.00411964,0.04771145,0.02948305,0.02011415,0.01970032,5365581379.088285,0.2247,5365581379.09,,2026-02-14T09:10:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2026-02-14 10:11:17.908928
36148,World Liberty Financial USD,USD1,usd1,898,2025-04-13T05:37:56.000Z,"['stablecoin', 'usd-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'wlfi-ecosystem']",,5283738197.187038,5283738197.187038,False,5280511102.42,,20,,,,2026-02-14T09:09:00.000Z,0.9993892402228393,1431745565.9260137,-6.7891,-0.01013352,0.01279663,-0.08733557,0.01856132,0.02500473,0.04495769,5280511102.423149,0.2211,5280511102.42,,2026-02-14T09:09:00.000Z,1027.0,Ethereum,ETH,ethereum,0x8d0D000Ee44948FC98c9B98A4FA4921476f08B0d,2026-02-14 10:11:17.908928
1437,Zcash,ZEC,zcash,576,2016-10-29T00:00:00.000Z,"['mineable', 'pow', 'equihash', 'medium-of-exchange', 'privacy', 'zero-knowledge-proofs', 'quantum-resistant', 'binance-chain', 'boostvc-portfolio', 'dcg-portfolio', 'electric-capital-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'winklevoss-capital-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'layer-1', 'standard-crypto-portfolio', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'privacy-coins']",21000000.0,16534350.4155448,16534383.4155448,False,4727619930.93,,21,,,,2026-02-14T09:09:00.000Z,285.92659382058366,517840819.6526061,87.1814,-0.35279619,22.89344306,21.53637472,-33.76985387,-24.83706636,-58.67804193,4727610495.352676,198,6004458470.23,,2026-02-14T09:09:00.000Z,,,,,,2026-02-14 10:11:17.908928
4642,Hedera,HBAR,hedera,418,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'payments', 'dcg-portfolio', 'hedera-hashgraph-ecosystem', 'real-world-assets-protocols', 'layer-1', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'iso-20022']",50000000000.0,43003138665.619316,50000000000.0,False,5181897357.91,,22,,,,2026-02-14T09:09:00.000Z,0.1036379471582556,202071181.2979564,47.3184,1.40586488,11.29311778,16.7443834,-14.30895182,-9.16262888,-32.4849753,4456757012.666593,0.1866,5181897357.91,,2026-02-14T09:09:00.000Z,,,,,,2026-02-14 10:11:17.908928
2,Litecoin,LTC,litecoin,1505,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'privacy', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",84000000.0,76847864.48347135,84000000.0,False,4674296227.24,,23,,,,2026-02-14T09:09:00.000Z,55.646383657643355,334676390.8024746,8.4781,0.50761928,4.57811489,3.17359579,-25.6515508,-27.99859583,-45.23239135,4276305750.317831,0.1791,4674296227.24,,2026-02-14T09:09:00.000Z,,,,,,2026-02-14 10:11:17.908928
27772,PayPal USD,PYUSD,paypal-usd,152,2023-08-21T14:30:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'usd-stablecoin', 'fiat-stablecoin']",,4029457472.037311,4029457472.037311,False,4028130589.49,,24,,,,2026-02-14T09:09:00.000Z,0.9996707044176938,256731862.78318006,-1155,-0.00475017,0.00986891,-0.00229289,0.00935912,0.01319462,-0.00186443,4028130589.4926786,0.1687,4028130589.49,,2026-02-14T09:09:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6c3ea9036406852006290770bedfcaba0e23a0e8,2026-02-14 10:11:17.908928
5805,Avalanche,AVAX,avalanche,1057,2020-07-13T00:00:00.000Z,"['smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets-protocols', 'layer-1', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",715748719.0,431771961.1772119,463441061.1772119,False,4288844775.39,,25,,,,2026-02-14T09:09:00.000Z,9.254347822549397,206680774.4784097,-21.7711,0.57972607,4.29892269,2.15694415,-35.65872529,-23.98841265,-40.90583813,3995767908.7582135,0.1673,6623787599.17,,2026-02-14T09:09:00.000Z,,,,,,2026-02-14 10:11:17.908928
5994,Shiba Inu,SHIB,shiba-inu,1043,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel', 'bnb-chain-ecosystem', 'base-ecosystem', 'animal-memes', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem']",589552695333683.0,589243879744165.2,589500417253956.6,False,3788742823.77,,26,589551575078137.0,3789071617.1569524,,2026-02-14T09:10:00.000Z,6.427040105277919e-06,136796103.53291473,3016,0.8544798,5.75310505,5.13786028,-25.09664061,-17.74892075,-29.58087178,3787094046.905309,0.1586,3789078817.08,,2026-02-14T09:10:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2026-02-14 10:11:17.908928
20947,Sui,SUI,sui,898,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",10000000000.0,3846172527.4296656,10000000000.0,False,9833372899.78,,27,3846172527.43,3782084869.9124045,,2026-02-14T09:09:00.000Z,0.983337289978404,552349471.8785704,-1548,1.56382079,5.85581146,0.13840393,-45.64658142,-32.9910928,-43.92095348,3782084869.912076,0.1584,9833372899.78,,2026-02-14T09:09:00.000Z,,,,,,2026-02-14 10:11:17.908928
11419,Toncoin,TON,toncoin,855,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem', 'cmc-crypto-yearbook-2024-2025', 'binance-ecosystem', 'binance-listing']",,2450175051.80403,5154098152.364556,True,7546218370.2,,28,,,,2026-02-14T09:09:00.000Z,1.464120035574936,87989795.7917589,-4.6334,0.71736391,4.46099716,8.59694177,-18.36317937,-2.86198028,-20.92342669,3587350384.012137,0.1502,7546218370.2,,2026-02-14T09:09:00.000Z,,,,,,2026-02-14 10:11:17.908928
3635,Cronos,CRO,cronos,339,2018-12-14T00:00:00.000Z,"['medium-of-exchange', 'centralized-exchange', 'mobile', 'payments', 'layer-1']",100000000000.0,39861698681.23182,98395032479.2593,False,8050132418.87,,29,97393210558.0,7968168940.402668,,2026-02-14T09:09:00.000Z,0.08181441904163773,21681192.87430612,43.7301,0.50858885,6.63493021,4.80982155,-19.92571576,-12.9600128,-29.03298405,3261261719.6177983,0.1366,8181441904.16,,2026-02-14T09:09:00.000Z,,,,,,2026-02-14 10:11:17.908928
33251,World Liberty Financial,WLFI,world-liberty-financial-wlfi,420,2024-10-01T02:34:47.000Z,"['defi', 'ethereum-ecosystem', 'solana-ecosystem', 'bnb-chain-ecosystem', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'wlfi-ecosystem']",100000000000.0,26743737086.0,100000000000.0,False,10456920750.47,,30,,,,2026-02-14T09:09:00.000Z,0.10456920750474338,131273888.8170642,7803,0.85914729,3.02080883,2.5640684,-38.60517026,-20.63424911,-28.64302467,2796571392.798235,0.1171,10456920750.47,,2026-02-14T09:09:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdA5e1988097297dCdc1f90D4dFE7909e847CBeF6,2026-02-14 10:11:17.908928
5176,Tether Gold,XAUt,tether-gold,346,2020-02-07T00:00:00.000Z,"['ethereum-ecosystem', 'tokenized-gold', 'real-world-assets-protocols', 'tokenized-assets', 'tokenized-commodities']",,520825.641698,712747089,False,3564179983.46,,31,48450.0,242280218.13559312,0.72271631,2026-02-14T09:09:00.000Z,5000.623697329063,380603287.4120653,-49.0959,0.04742514,0.9247789,1.93931519,8.79414568,16.72692655,22.61497693,2604453046.051635,0.1091,3564179983.46,3603700411.0,2026-02-14T09:09:00.000Z,1027.0,Ethereum,ETH,ethereum,0x68749665FF8D2d112Fa859AA293F07A622782F38,2026-02-14 10:11:17.908928
4705,PAX Gold,PAXG,pax-gold,360,2019-09-26T00:00:00.000Z,"['ethereum-ecosystem', 'tokenized-gold', 'real-world-assets-protocols', 'binance-ecosystem', 'binance-listing', 'tokenized-assets', 'tokenized-commodities']",,459009975,459009975,True,2308582679.23,,32,,,,2026-02-14T09:09:00.000Z,5029.482592906113,203480269.74245572,-45.9208,-0.00777477,0.95311959,1.83549547,9.10601323,17.13763795,22.77114631,2308582679.23277,0.0967,2308582679.23,,2026-02-14T09:09:00.000Z,1027.0,Ethereum,ETH,ethereum,0x45804880de22913dafe09f4980848ece6ecbaf78,2026-02-14 10:11:17.908928
6636,Polkadot,DOT,polkadot-new,1025,2020-08-19T00:00:00.000Z,"['defi', 'ethereum-ecosystem', 'substrate', 'polkadot', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'heco-ecosystem', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'arbitrum-ecosystem', 'spartan-group', 'optimism-ecosystem', 'osmosis-ecosystem', 'base-ecosystem', 'gnosis-chain-ecosystem', 'binance-ecosystem', 'binance-listing']",2100000000.0,1665258084.725277,1665258084.725277,False,2270630601.16,,33,,,,2026-02-14T09:09:00.000Z,1.363530747566289,98190126.82132989,-3.3592,1.06691006,6.92023396,1.70955278,-37.69393462,-27.73966077,-52.34596109,2270630601.1562634,0.0951,2863414569.89,,2026-02-14T09:09:00.000Z,,,,,,2026-02-14 10:11:17.908928
